年份,上架时间,商品ID,商品名称（查找引用）,货号（查找引用）,产品等级,链接,直播价,运营,组别,类目名称(索引),一级类目,二级类目,叶子类目,主图,品类-公司维度划分,团购优惠金额,继承S级标注,6-8月是否同意破价,是否正常开推广,父记录,多类目上架判断,检测报告
2023,2023/04/26,714906406279,儿时涂鸦连体浮力泳衣,KQ23074,清仓,https://detail.tmall.com/item.htm?spm=a1z10.3-b-s.w4011-2629836412.179.da94367cslrYwP&id=714906406279&rn=eaad27fcf23d3950802d701399ee906d&abbucket=11&pisk=gi3rcI_zlULrWB28qqaF315GUZ489yJsq2wQtXc3N82oFzwELfhIV0G3d2zEHxqnPzGS3JDsLWgSRXfUtxauv0wQFJzE9ARXCFTswbULod965Oh9la4O-92hdrq06yPuhlzZpbUL-p5f-hTZwYnoH4I3tSA4OWFhKvqoiZVTnWju-v20m5VhryDnKr20wWfl-g2loo2Y67bhqyj0iWF_tTjoKjA46-23-uDnibctZXb41uAddHIRhwAbERcu3wbN67qk5jsCbGzYZuun0-PbGqPz4Rq2Nj1qrxGnP4EvmizKGckExAvfV8ma_xrs4d7rQYFnTWDyW1ymzXu42m1OSjrUUm0u06bnare3fDkyUgeoVxrTiofeWSM_nb3o0BBmZAwzrSqXSCl0xmg8X49czPmtNzinIKs7EcPh4OBLiCOKJ0WhYuVYgRO2glNl-v8Ph4bhvME0WSy6N7sdvuVARguBwMILV5V4CQNG.,59.9,虾滑,运营二组,童装/婴儿装/亲子装>儿童泳装>泳衣裤,童装/婴儿装/亲子装,儿童泳装,泳衣裤,image.png,泳衣,,,同意,,,儿童泳衣/裤,
2023,2023/04/26,714682017553,大艺术家野餐包,KQ23081,清仓,https://detail.tmall.com/item.htm?spm=a1z10.3-b-s.w4011-2629836412.183.da94367cslrYwP&id=714682017553&rn=eaad27fcf23d3950802d701399ee906d&abbucket=11&pisk=gEWicIN511Rs7Nap999_a5FzIhPpTd9XrZHvkKL4Te8BBFU6BnRVyaAqHGF_moYhlFd9QFHDnibfkIWvktm1KaDxBPN10xvv3zU8e8I_fK94y8wr1zg6q3gaHC84LdtxR3YkK8I1fEiiuuCUemmKU_mqgE72Le-DbK-w3h-UxnxkuK8wg2Se0eJ23C8ZYM-94ckwbIrn8nKrgqR23pue23Dw3K7VYkxX8hJ23bjo3UXVd9zLh5QX_EqRAhAMzG8NXG6U9BG1JeDoU9fHYUyJ-xkVKhjUcYUKESLPNFdJzwyKIKjemwARszDGoiS5gBXm7lQP8sb2A6amiUfVX_6B9mlNxtYMaORn4xIyCn72i6aoehvOtQXG1ogFbaLGadsxqPIHZ6AWYBom_dCR2tOPQR0WJQtc-QCgrAbP43hEaSathHrALjGX_HtHyGzBfo4EVAzLxkc71C-BXzE3xjGjPxkxOkqnZ2RwAhUN.,89.9,,,户外/登山/野营/旅行用品>露营/野炊装备>野餐包/户外餐具套装,户外/登山/野营/旅行用品,露营/野炊装备,野餐包/户外餐具套装,image.png,罩衣/其他,,,同意,,,,
2022,2023/04/24,714224536357,梭织短裤,X3271302045,清仓,https://detail.tmall.com/item.htm?spm=a1z10.3-b-s.w4011-2629836412.187.da94367cslrYwP&id=714224536357&rn=eaad27fcf23d3950802d701399ee906d&abbucket=11&pisk=gl1Ecmce1WFe89KpK1OrbqumYfApkQrfK_tWrabkRHxhABtP4ZQ5d9_kV_RPXGvlOB_Cb3jf4U1CNa0yrGOHe9tWA3RPyiz_cSNfJwdJsoZbGmQY1XAxqYYnVCcMyQ8HfKRV2wdJZuusZ-NVJMBhXbMkrF4wPULoqgvhSfYvjUDHZgxMIEYotQjlqCxMJU0nZvxnsdx9keckELYisUYjtvchqN4wyhxkZpjlSbcG-acwlp4-V8HKfJUkbnbHbbcqkev3INMSHxBM-p5lQh86518eLnvaRNgNtG_lO6pTIARR5tSPEiqsdHX2uGJfLolF0MLlzUjUMq-GTa5wpOgxiNJyYOfHQ4cl8CKkhTSUYvKhdGJvSd0zMFsXjwChQznG-itetFv_ir7MEO1pH6ZiTIXARB6lmlMBxt8l4hnJSraRw9ooUpY97naa7KTnZgPEf6coeYpMMF-bReM-epYtNv57JYHJdEYwcyTc.,49.9,洋葱,运营一组,童装/婴儿装/亲子装>裤子>裤子,童装/婴儿装/亲子装,裤子,裤子,image.png,普通童装,,,同意,,,,
2023,2023/04/24,714657114167,旷野艺术家黑胶方形天幕,KQ23087,清仓,https://detail.tmall.com/item.htm?spm=a1z10.3-b-s.w4011-2629836412.191.da94367cslrYwP&id=714657114167&rn=eaad27fcf23d3950802d701399ee906d&abbucket=11&pisk=gsetDJNzDwbiV8ytxl5HosjK_Csnc6qwpPrWnq0MGyUL5yyiSqcDHK3LVfjaorVKkyaK5djN_jgY724Dnl2YTKEz0RjZnGkabxkfraXuklrZ3B_Wbyyxdkij4tmsfcMZde1my2BlElrpjcsuAT2DxUWsjI9blfgIOcuIfqislMhIqmMXCj9_A2gERxis5KZCd0o9CCGbleMI40A65fGsAvi-4xgblxsLA2oxhqGogZ3BfqvYZQWrnjd1G3K8pchtkK0BHkywEx37x29fPPi9z4ZsJK9j5wbPzkEGWLrnQ8U-qPXBBzEb4SGLHe_-uJEQCSZeWMM8vWVo6WQ6H22i-bysen6_vA3tNJGwXdz7voNo9Jj5UAHs5SDam3QgvRUgbJEDcBMtIWh8BY6y5qV32-nY3ZWLyoZzGXevWgSzE8UQrU0-mCsdvIRq1D-6DznZUV8d4D3lXtd2gXSEv4jdvIOXzLmKrMSWgIlFD,199.9,,,户外/登山/野营/旅行用品>露营/野炊装备>天幕,户外/登山/野营/旅行用品,露营/野炊装备,天幕,image.png,罩衣/其他,,,同意,,,,
2023,2023/04/20,713708945648,立体卡通造型儿童硅胶泳帽,KQ23058,清仓,https://detail.tmall.com/item.htm?spm=a1z10.3-b-s.w4011-2629836412.195.da94367cslrYwP&id=713708945648&rn=eaad27fcf23d3950802d701399ee906d&abbucket=11&pisk=gjVtDywzkMjGa5Vt-PWHmtbKQd_HG94w9lzWimmMhkELfkPijmDDMInLPAbamo2KDkZKfCbNQxiYbDqDiPVYLIUzu5bZiNla7jlfqgfuDPzZgpsW7kPxOvgSPs0shmGZOH6m2DClZPzpSV_uR_VD-3WESKObcAiIdVoI5mgscwHIrqGX1xO_RDiEAjgsfIaCO4u91dMbcHGIl4oXcdiXOpgr5jibcj_LRDuxGmGoWinB5mAYEL5rixLyAUYu9VHtDImBMbFwZji7-DOfVlg940asvIOjfMjP4yUGXQzn_7E-rlfB6uUbz-MLMHs-0WUQ1-aeXwG8JJ2oBJI6MDVixYPswE1_JfntFWMwWCr7JrwopWb5afhsf-caoUIgJ5Eg7WUDlpGtsJH86b1yfm23yS3Ygi5L2razhvFvXg5zZ7EQq3m-od_dJKJqC286ku3Zac-dz2nlWsp23v7EJ0bdJK9X4Q0Kqw7W3KkFk,9.9,蛤蜊,运营三组,运动/瑜伽/健身/球迷用品>游泳>泳帽,运动/瑜伽/健身/球迷用品,游泳,泳帽,image.png,泳具-其他,,,同意,,,,
2023,2023/04/15,712907205342,海滨微风空顶帽,KQ23041,清仓,https://detail.tmall.com/item.htm?spm=a1z10.3-b-s.w4011-2629836412.199.da94367cslrYwP&id=712907205342&rn=eaad27fcf23d3950802d701399ee906d&abbucket=11&pisk=gpjsc6XklfcsE2xxhF2EA4_8_L-jHJrzCx9AEtnZHhKTGs1AtmJ4IRbBH65X0nWYsssX9tbaIEPihw1GeF5fnRvvMsCXgNzU4OXMmnFycurPI8oc5Hf6MKBLHKJsBJ89YEW4vnFzaogEpFVwDslcxDUKJLApBcLxDJtpnLivDEpOpJ9v3fdv6seQdKJmMI39MkdpUK-x6FLYv9pJ3I396ILLdKAKDnKAMHeBnbAnFKa6sOwN7bQyvYylDBixDM9LiQ6_s0vOrd_MNOIs1fwDCFORBBNW3x2wJtYfmxmXlOQliLCt6SOcA9IOy_FE7CQWhT7fBlnpbGXOyEI8iqBwbCtdXaMxD9t6OESX-fNBwGXdqHLU286dx1WGAtkYDp5y9Oj9cuekfhd9Apj4tcdfJZIwSncTGIjCpGQf4qiyNLPmlvTocpOzdJgmo2GtNOKsc05MWpv68JwI6ZY9KpOP0Jgx7FpHKBwQdfCf.,19.9,,,童装/婴儿装/亲子装>帽子/围巾/口罩/手套/耳套/脚套>帽子,童装/婴儿装/亲子装,帽子/围巾/口罩/手套/耳套/脚套,帽子,image.png,其他防晒帽,,,同意,,,,
20,2023/04/13,712262024596,泳衣任选,/,清仓,https://detail.tmall.com/item.htm?spm=a1z10.3-b-s.w4011-2629836412.203.da94367cslrYwP&id=712262024596&rn=eaad27fcf23d3950802d701399ee906d&abbucket=11&pisk=gKKocD06PU7W7BGAknsS743ZqTux3gsCsBEd9MCEus5f2_h5297e6CbUvL3SKvfDO_QR4_EhxpAB9w-d9H2WmCqL2bgWLkjdYfhtXcpSFMsE6ciaPfN5I9Zrvw7r0g6LGOfGmcpWF6wuTALqXJ2Ybo2U86RF0sWhUMWPYTWqn9XGTM5P8SJVLsSFYa5z3KWRQ8rPUwk0g9BdLy7FYZWVBT4FYMRe3xXCgTSFYbqzY1xecnlxA4dCzKrpQTbl_L5yeLtqSZUWOsVT1nYcL1oOikremTvqdlhYj2Cw5_QO_IoYqMvVKIb9rfqktpJ68Zx3aYdwgeAFhEG3-1YeeFtfkJzynHfl7370QkpNV9RF-EGgXTjJoNxkPvN2UCCk7g9LIbpcSEb13Zy3zgL9BH_w40V1MN6HiNLosuAN48U472G8Atkp0yaCzt6c6LlfFvc4Culxnx4sPaWfefHmnyaQ1krLlxD0SS7PhThP.,49.9,,,童装/婴儿装/亲子装>儿童泳装>泳衣裤,童装/婴儿装/亲子装,儿童泳装,泳衣裤,image.png,泳衣,,,同意,,,儿童泳衣/裤,
20,2023/04/11,711963628876,防晒帽任选,/,清仓,https://detail.tmall.com/item.htm?spm=a1z10.3-b-s.w4011-2629836412.207.da94367cslrYwP&id=711963628876&rn=eaad27fcf23d3950802d701399ee906d&abbucket=11&pisk=gVxsc69ll5V_PJjYhNDUAzT-_TSjkvorC-6vEKEaHGItGIOvtoWqIAYCHBRf0iJxsItf9KYZIZlgheOMeNRXnAXAMIdfgFuE4dvGmihPc0oyIYrD5MA_DtIKHt6fMv7OYZJqvihramaUpNcNDIPDx20LJTfdBlQYDvsdnTZADZB9pv6A35CA6IHIdtW0MsUOMDCdUtSY6NQtvyBAUtFYDlUKdtfdMiIvMMHCnbfUFtg1sdMw77LPvYyp06ZYDH6Ki_9_suX9lOscNdK_15McCN1JB6G53-DNJKbXm-qfldLkiTdT6j1DApK9yQhU71L5hL8XBcEdbhv9yZK-irpNb1spXUwYDps1OZ-f-5GCwhvpqMQE2Y9pxCJMAKyxD9RP9dxOc0HlfGCOA9xqtlCXJEKNSiVtGsxBphLf4qZPNTl0lJ_uc91rdva0oyNTNdI_cuRGW9X18vMQ6EbOK91y0vaY7NBhK6MId5df.,19.9,,,童装/婴儿装/亲子装>帽子/围巾/口罩/手套/耳套/脚套>帽子,童装/婴儿装/亲子装,帽子/围巾/口罩/手套/耳套/脚套,帽子,image.png,其他防晒帽,,,同意,,,,
2023,2023/03/29,709830100817,呼吸运动一体帽,KQ23084,清仓,https://detail.tmall.com/item.htm?spm=a1z10.3-b-s.w4011-2629836412.215.da94367cslrYwP&id=709830100817&rn=eaad27fcf23d3950802d701399ee906d&abbucket=11&pisk=gdoSc6MgR_f5gsZddzvVcNg9aRrBpK-wF9wKIvIPpuEJOXGKiMyeEL0bpjlQYkkpZXiQMv0yEyRldqGoBzlIKL2L9XhQT482bYDuxkdaAh-ZEdSnPoc7y7EYDx21eKz80ykeDkdw_H_VHzAzvX5hoVLAkRVYegUdvKZYKRsLvye-HKwLL_FLwXpXhJyh9WQ89nFYQJrdwkQRHSe3dWFdvzCvhJVY9kEK9opbKbS1CJT7ZY9rz13aD6fJwSjdvmw7kEk7MyaWL547AYNX6nmfjzNteSsp1a-MzWNmXI8jnfg-a-cBfIZtSjiQWkt5s8gxCoFzXF_bVxlofun6Ngy407ztJr9J2xZ7Nyn4W97uV2hoAz05KdDY2j0gszLDi-irbyNglsd-3xN852GyiMFr5xhb7m5Vbl3iGDaTXgzfb5wwtw6bSMwb_K9f-wbfw1M8VMsZZze0FrJXh_33y-2b_DJfJaz8n-VXhK1-O,29.9,曲奇,运营三组,童装/婴儿装/亲子装>帽子/围巾/口罩/手套/耳套/脚套>帽子,童装/婴儿装/亲子装,帽子/围巾/口罩/手套/耳套/脚套,帽子,image.png,其他防晒帽,,,同意,,,,
2023,,709057762771,沉曦双面儿童防晒空顶帽,KQ23016,清仓,https://detail.tmall.com/item.htm?spm=a1z10.3-b-s.w4011-2629836412.219.da94367cslrYwP&id=709057762771&rn=eaad27fcf23d3950802d701399ee906d&abbucket=11&pisk=govxcVOeX400japAqnluSfmRgSio5bx4eE-QINb01ULJlUJcoNfgBRQJAsm2SFARWUTRl-mqg1_9uaYgInv9aRKebKmVImW20OWs-2DHWn-VQ7gQ0UJAVzs2Vi_1cbXWDfh1y2DnK3hf0OxS-d2ZKesAxR61GZ17VaSO5S_65_w5bawff-61P0QPPiwbCOM5VijaGGT_h3M5bMUblG1_PzsGPN615FtS2Gb55bznWaZfSRd3TvWG65wN61JRDsQB2XyTC-I_-i-fZReOk6fYin_8CR9JNYc00ZGUqNWcunsv7vyVh1d6nT9jPA6BTUpOO9hi0st9wFWDFcNfRIYc_K58lSsdHZCBhsE3U356wLBDhVPeq3Qf9TAoaqfGHEdF8sGrzFKRoF9ANr3lSBxkh_LIr8LN6C9cFKgSpgzyKpLW-ybdjSi-25PNGgrbXeIVLZz-YgQnDAFa__oP2wm-25N_8JjR-0oQ_55rX,35.3,栗子,运营二组,童装/婴儿装/亲子装>帽子/围巾/口罩/手套/耳套/脚套>帽子,童装/婴儿装/亲子装,帽子/围巾/口罩/手套/耳套/脚套,帽子,image.png,罩衣/其他,,,同意,,,,
2023,2023/03/10,706975601874,缤纷夏日防晒冰袖,KQ23002,清仓,https://detail.tmall.com/item.htm?spm=a1z10.3-b-s.w4011-2629836412.223.da94367cslrYwP&id=706975601874&rn=eaad27fcf23d3950802d701399ee906d&abbucket=11&pisk=gSRjcSYhCoqb4u1T5t0zNJ9K0w56I4lElP_9-FF4WsCxfht9q57Zoqv5W3-1_18tmhO12FvqoOo05LtDJt-6SqbOXhK1bKkrTEYcs1nF1Xleo2PMh_xfW-F-WN7Tk4WAaO8Zw1nEYfwzytmV6hrgEgD8ewjRkSBT641RSwNO6OQvy4_O7oIODh3SPN7gXGeAXbIR8N5TD1QtwuQF8GQY6SQ-PNjRX1C9X_35SbkgRNMfmEg23kpFwboqmgVT6Q_feY8f26CS7t6XvEsSvjA7ttspkgNtA-ln3Gsk90kWrH9v0axsO01pK3O1p1GbxZ9JR_IV9vw5GU-DOsdIcS7PaiWpBTgxMU1fcOdPpPycGdKD1tvbS2YRM3vhxtHoqaO2TOshFunvzUsAddtqq5I2dUK5LQrzT6pHVC6d9gRbTM_EjRa5K5_5Y4g7IR27DkTAG5NemtQllTuSPopGHab5YCu7B-WArajSP4Zvf,33.7,,,童装/婴儿装/亲子装>帽子/围巾/口罩/手套/耳套/脚套>袖套/儿童冰袖,童装/婴儿装/亲子装,帽子/围巾/口罩/手套/耳套/脚套,袖套/儿童冰袖,image.png,冰袖,,,不同意,,,,
2023,2023/03/06,705814020931,畅玩童年雨衣系列,KQ23003,清仓,https://detail.tmall.com/item.htm?abbucket=11&id=705814020931&pisk=g93-cOmZ9Kvus838ib-cKHAY4gOm8ncPkYl1-J2lAxHxFxuuEJqhJwex1uArKvmYpxMYFaAy4kwKU-Dh-b0K0whZT4Az-QzrayzBIdYipblz8i91axuRGsNoG7s7Rn4jwHKQHdYMSjK7aycXI2beSgF8swaQV8ZfG-PLdgwIdo_bT-_7OaaQhIe4h7_5RyTbG7VFVWMCPj_baWQQdkaBl-N3hJaQRvGXMW2bdbSwp-17KwnGbFz3v1Ogfl0YwuesMh7dRnPCIPh7dwQLelqRqbwARwgxcExla8tNiJzuUbN-LF7zPknIrrgWheasbx3LfPKHauGKDvzolBs7C0DuY4rAFgNTy8EsPuCGujrIDqUoPpSZije7XrmD0Lq3yYnaQut23vhYEvg8cTp0KccmPoH6nZHUvDgul49XWgJESVHjIO2TtgOvMMSUVS559AFz78Wv_SeMweIFYoR4MRAvMMsCQNVYIIR1YMr29&rn=eaad27fcf23d3950802d701399ee906d&spm=a1z10.3-b-s.w4011-2629836412.227.da94367cslrYwP&sku_properties=1627207%3A23778310202,69.9,曲奇,运营三组,居家日用>伞/雨具/防雨/防潮>雨披/雨衣,居家日用,伞/雨具/防雨/防潮,雨披/雨衣,image.png,雨具,,,同意,,,,
2022,2023/02/28,705365631754,冲锋衣,X3171114106,清仓,https://detail.tmall.com/item.htm?spm=a1z10.3-b-s.w4011-2629836412.231.da94367cslrYwP&id=705365631754&rn=eaad27fcf23d3950802d701399ee906d&abbucket=11&pisk=g91xDEXFWuq0YnfvrZyojR4J3xalQ8bqwi7IshxmCgIRcg5Dmhvi6fKRRK4VjGXJXgsJcj443dtO03jisZfOUfQF7s42srRVuCR_xkVhXZ72_YZIug59NaTD55YX5dO2N0wMv3F3tZ7-oEahPWfirW02oAG1fKtWFE-WlhTXfzpW-FOsGdGfP3tyVCTXcf_7Ne8xGx91f0_W-FkshFtXN0THRCt1fCaRP3891hGz7lKSlhcOKvPesdE_FppFwEpvAaeE6fZD5DAhlEGt6npHHxbX2fG1wTNunq-bL4xwin7XkGPEgI9OCsA5GuN6O9SR6pOLIrJfWTIwi_ashH6cmd52emMXJIKvds9x-b7yCTCJisZZLabJcpdlE8rDIIIALHJbUuSOynj1MLiYqhXhrs9RAucRbdB1iQ1bVWIzU6fdVMmHvFDbyzHZQKTrlVIpuB-q2y8JxrFtQAJzzUK3yzHsCDlHyH4zRAkwUPC..,99,曲奇,运营三组,童装/婴儿装/亲子装>儿童户外服>儿童冲锋衣,童装/婴儿装/亲子装,儿童户外服,儿童冲锋衣,image.png,普通童装,,,同意,,,,
2023,2023/02/27,705010210371,K标拼色大檐护颈帽,KQ23000,清仓,https://detail.tmall.com/item.htm?spm=a1z10.3-b-s.w4011-2629836412.235.da94367cslrYwP&id=705010210371&rn=eaad27fcf23d3950802d701399ee906d&abbucket=11&pisk=gf_iDTZ5fG-1VtypvwT_4lEzSCrLOFTXEt3vHEp4YpJBWde6WI-VeTxqk1E_iSvhhdK97d3DosXfHn7vHZc1-T0xWRZ1gqYvu8e8yzC_1ET4ezarf8G6MIhZ7xKZ868vipdkref11E9q9xrRY1GcfcKigIJ4teR2Mx82bEueTpOxbKW2QHkeGIT2ut-wLXRXsqlwQC-UtQRqbK-wuH8eGIMw_t84t6JBgERN3ElrKqJluw_UprZOhh70VlO6jL5wK4fC8CkvKzTKum_es6Y1_mgquwAMjZDQcZ_JXi5WVNC0o2TOZM8eiZNrmKxl0NLF7JzyAn7FLBWTMmOhms7W5hhjlTYGn37wxjuP1EJ6-B7zM09d-dBVSHP-rnLFy38Nvkw9DFAl3N6iiqWP9_Q6AZ2oLKs9NeRcl7oDnnSy2DozcR3XTSQEcmtwOBvR_JO_iJlS7JF3t0Z6bBOTeWVncmMSuqnQtWmoLhRB6R5..,39.9,洋葱,运营一组,童装/婴儿装/亲子装>帽子/围巾/口罩/手套/耳套/脚套>帽子,童装/婴儿装/亲子装,帽子/围巾/口罩/手套/耳套/脚套,帽子,image.png,其他防晒帽,,,同意,,,,
20,2023/02/20,703170380374,防晒帽任选,/,清仓,https://detail.tmall.com/item.htm?spm=a1z10.3-b-s.w4011-2629836412.239.da94367cslrYwP&id=703170380374&rn=eaad27fcf23d3950802d701399ee906d&abbucket=11&pisk=gjUicfj7flosdAWKvyg14GIPSfSLAVgjE-LxHqHVYvkIWABsWjo4e8m2k5I1isD3hAnt7ALmoS2bHmzxHrA_-8YvWOs_gE0xuTBRyaF11qgVea_yfT9sNjKNkco2YVGvdbDo-aF_1xOM3_EFyIApjjA20xyq8vlm_qlZuflFtjco3qkZ0pPEgvuquckwTWltaC8Z_m5HLjGj_duqQBPEgbTquqy286cjLfuqubWvuY44RyWdlGejbqvNqfiiU5kHrWaE_OkdPVY2wylgtmPwcE84-fmgopsblznT07i7WSbDRVFuY2l0l_-mn0q4W2zNLaoI0yyETRCvcXq0gzgsXITbEV2m4PoHgUPsuAgnTz5vVvUnB-ziY_LoD2z-4VrdAOnxSb245RADu8PLwPiQoTvEhlhS8j4fanDm0g-JY3SfBEGFMy-XcclItYFNdf1cLQTNp6fHVGiZOfBRt6xXcLT2kH1ht3vEbXGOQ,29.9,,,童装/婴儿装/亲子装>帽子/围巾/口罩/手套/耳套/脚套>帽子,童装/婴儿装/亲子装,帽子/围巾/口罩/手套/耳套/脚套,帽子,image.png,其他防晒帽,,,同意,,,,
2022,2023/02/07,700626632581,运动卫衣,X3171205103,清仓,https://detail.tmall.com/item.htm?spm=a1z10.3-b-s.w4011-2629836412.247.da94367cslrYwP&id=700626632581&rn=eaad27fcf23d3950802d701399ee906d&abbucket=11&pisk=gCSjYtXH5jcXdzttCE2rV2_Lgp-6I8rUhA9OKOnqBnKY111OZcJan-bWB_56bhWTi1s6wOb4nFPmCa1cpE51I-v961C6_ZzzYtXDjhFefkrFnJoGl3bsXd38BKvQUKKyRO5MjhFU14o9oktGMfDHIV3JeQvsDdnO63BJLpK9BKKTFQp6KCnA61eW2dpv6xdtkQnJCQhv6hp9y4pBId3xXEe5eQv9XCC9k86-anHBCrOch-7q9w--Z7NMZcnOVKT8ztOJuFewrEOlhQNLWgiHlBBvNcFIuk421QjLaz6lOZC2E1ZQNHQhNGTpfoGHhaBB2I-LR4tfUsjBDMNj0L-ygeQ9P-EAFnOXWg8KQqxfWsj6oZMgKTKAZwAHkzVkFiSe5BYSwSBPFILC5sPoXI7Ce_TF4boevwf5feKd4sieOpPi5YTnfLOUF8giS4GxOtKjfD5DkLvXz8wSMNYvELOFb8gtuEpkEQw7FjC1.,59.9,曲奇,运营三组,童装/婴儿装/亲子装>卫衣/绒衫>卫衣/绒衫,童装/婴儿装/亲子装,卫衣/绒衫,卫衣/绒衫,image.png,普通童装,,,同意,,,,
2023,2022/12/15,695003365847,软面包护耳帽,KQ23168,清仓,https://detail.tmall.com/item.htm?spm=a1z10.3-b-s.w4011-2629836412.251.da94367cslrYwP&id=695003365847&rn=eaad27fcf23d3950802d701399ee906d&abbucket=11&pisk=g9ssDC6klfc_CpxxhF2EA4_8_L-jmJrzCx9AEtnZHhKTGs1AtmJ4IRbBH65X0nWYsssX9tbaIEPihw1GeF5fnRvvMsCXgNzU4OXMmnFycurPI8oc5HfXWnhK99vjWIUeWOT4okVzaurbWvKb175qm4qbJL9JDdd9kveB3K3tDsLxv9dHnKh9DCeQdBvjXjKxWpEpHL9vDK3tv9pDnc3vBmpK9BvvDICvDJtptKhyoY9b5CX_QNlRzHHzq7dnDmIBCeUFCBdD1-8e5B66O7UAA0Y6wOdID7gaqPRXtgFUR9f5W1JhGuNB2afCcUKbfbv1JTtp_3USRh6FsgtOV5iwLHRwyZLQBlBBfCTAYUHqSh_AsiTG5x2lphChrQYT-WvCbg8XZeGL69WB6U_f_Wmv_a6dOUSET0-Rr6sXy3Irl0RWUS0jdUmXdQyQdq0mRfh5Bhij41Y9KdTUdJGOoFpHdQS4dq3wWpvHOJwI6s1..,29.9/39.9,洋葱,运营一组,童装/婴儿装/亲子装>帽子/围巾/口罩/手套/耳套/脚套>帽子,童装/婴儿装/亲子装,帽子/围巾/口罩/手套/耳套/脚套,帽子,image.png,秋冬帽,,,同意,,,,
2022,2022/10/21,688270444586,冰雪大冒险滑雪护具,KQ22237,清仓,https://detail.tmall.com/item.htm?spm=a1z10.3-b-s.w4011-2629836412.255.da94367cslrYwP&id=688270444586&rn=eaad27fcf23d3950802d701399ee906d&abbucket=11&pisk=giliD8vSCAy6Zf-LpXN6UdpysPJdp5NbqmCYDSE2LkrQ6lK_6ryq202VMVp6oEqncleT_lC0iqmjD-lYDjbst0fA6h9susVYg3KJwQ365SN22QOPC3__krIa7ieaY6PYokUuZW0s5SZVJiJ-LV_mCOQAurr2-Wz4kiP4QS5U8kaAQoo4bJSUlrN4gmyaYwzbSs7abPye-z4N0r5agyzUPzjV3mP2-2rQuSzZ0SlyfsrogXGevI9tcRyDrKz_Iuuax_0ITPJaAQNlg9hUS22q7t1VgX4gIjjBhjG8Bxu7Ff3Di6NtrvPUojTPno2o3fFE_HRzd-lEYyo9ktannql71RQfG0Vim8laKZ5r5Sr_tylykTZKtlnqsJ8RZ-FEw8PZpptTH54o0fiGosorJ4h_djxlYoMTPWzmGUW0m-Srw9WyhhCb8EhFhtwaRyq-7Ha6oH75_HLH-T9_Qya92eYhhts5gsBB-eXlYRzQWh5..,29.9,曲奇,运营三组,户外/登山/野营/旅行用品>滑雪>滑雪护具,户外/登山/野营/旅行用品,滑雪,滑雪护具,image.png,滑雪,,,同意,,,,
2022,2022/05/21,675266526156,海底两万里立体泳包,KQ22122,清仓,https://detail.tmall.com/item.htm?abbucket=11&id=675266526156&pisk=gztscs9ll5V6xNjYhNDUAzT-_TSbnvorC-6vEKEaHGItGIOvtoWqIAYCHBRf0iJxsItf9KYZIZlgheOMeNRXnAXAMIdfgFuE4dvGmihPc0oyIYrD5MA_XipKHtWPMv7OYZJqvihramaUpNcNDIP0r4gLJTfdBlQYDvsdnTZADZB9pv6A35CA6IHIdtW0MsUOMDCdUtSYklBOJyB5FtUAWOUKdtfdMiIvMMHCnbRgFtg1sdMw77LPvYq-Z6qYDH61J2J19ZQi3Zb1Ud1Iw2KQqN1JB6ZxNPoo7s1H2XuBKQT9_9AjVXsJrBtfyii_ZOTpFMCN24aCfpRMVGKS1lWFY17JkwMtXps11ZKFy-zGfEdMcNY_nYvdXBYlZN3nt9tw4Z1lRWh9Lp1OPEOZtoCwPpdCzHPU4gLkOn_R2gub4_6rirwCro6CavMQor4Q679OfoZysNBhCwkId5LcW9XCankQkP7OK9fIdvN9G&rn=eaad27fcf23d3950802d701399ee906d&spm=a1z10.3-b-s.w4011-2629836412.263.da94367cslrYwP,39.9,热狗,运营一组,运动/瑜伽/健身/球迷用品>游泳>游泳专用包,运动/瑜伽/健身/球迷用品,游泳,游泳专用包,image.png,泳具-其他,,,同意,,,,
2022,2022/04/09,672566482969,水果派隐形海洋帽,KQ22074,清仓,https://detail.tmall.com/item.htm?abbucket=11&id=672566482969&pisk=gQ8tcFxyMvDgFNTOtCo3nmcdblG33DAaJdR7otXgcpppCp8GItj0krBpNGcwnKxdHp9dCPcZbi6vQ9v0oCYvYrdygFcNof7w_Z7jEY0kHCRNukM7_p8TOB1MO1N1cDbB6mnfpY0orBn1_ZAIEE4qqT1OZr_ffOsQO95Ahl6XhMaCg9a1GP_fdXBFd1a_lZgCO1f4fs9fGJsCZ_qblrsjRk1Gdt_flKOI9sXChb-nH9N1nrKu447cDfaNhtYd6GBW90zYl050EwR1UrUABZITjC6LlrTpA2mg_Oiztt7GQC1934zN5iKXSwTsdq_W4pLAVanm_GOvvK7MRjZ1FhvG0FSLCl1RWOIW5GFu8BSXveQM5xrytBB12wxnYAjcWdKPUGiELKddIKTOARHhn3AH5MpSKypVDnTGRFMIygoyrUpBE8XRilGK9orVf6P_MLCNzOyKa6Bo6qE40MlF9TcK9oZbUzfdEXl70oSEM&rn=eaad27fcf23d3950802d701399ee906d&spm=a1z10.3-b-s.w4011-2629836412.267.da94367cslrYwP&sku_properties=20017%3A31284409019%3B1627207%3A48285904,54.9,热狗,运营一组,童装/婴儿装/亲子装>帽子/围巾/口罩/手套/耳套/脚套>帽子,童装/婴儿装/亲子装,帽子/围巾/口罩/手套/耳套/脚套,帽子,image.png,其他防晒帽,,,同意,,,,
